epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,252.596,1.15654,0.96577,1.58363,0.8799,0.62889,0.91363,0.76415,0.92096,0.64596,1.48917,0.000225589,0.000225589,0.000225589
163,254.141,1.16387,0.98386,1.59673,0.91884,0.61724,0.79441,0.63644,0.89468,0.63021,1.47027,0.000220089,0.000220089,0.000220089
164,255.653,1.12984,0.93372,1.56174,0.94299,0.58924,0.7909,0.64156,0.90317,0.64445,1.49113,0.00021459,0.00021459,0.00021459
165,257.18,1.15088,0.95561,1.58941,0.91086,0.5941,0.75751,0.617,0.90653,0.63297,1.47132,0.00020909,0.00020909,0.00020909
166,258.699,1.1243,0.93614,1.57469,0.91583,0.61703,0.77275,0.63615,0.87732,0.62337,1.45612,0.000203591,0.000203591,0.000203591
167,260.288,1.11664,0.91233,1.5757,0.8201,0.6275,0.89039,0.7569,0.88918,0.61686,1.46192,0.000198091,0.000198091,0.000198091
168,261.908,1.1037,0.92662,1.55798,0.85982,0.6257,0.87155,0.71926,0.87215,0.60421,1.44996,0.000192592,0.000192592,0.000192592
169,263.455,1.12776,0.89573,1.58878,0.90249,0.58345,0.86787,0.72367,0.87659,0.61669,1.45179,0.000187092,0.000187092,0.000187092
170,265.021,1.13501,0.96253,1.60652,0.88874,0.57247,0.85551,0.70567,0.88199,0.63293,1.44905,0.000181593,0.000181593,0.000181593
171,266.482,1.10089,0.89139,1.54666,0.48726,0.86137,0.86966,0.7424,0.88276,0.61415,1.45407,0.000176094,0.000176094,0.000176094
172,268.113,1.13479,0.92903,1.59048,0.58679,0.92677,0.8919,0.73597,0.89102,0.60684,1.44332,0.000170594,0.000170594,0.000170594
173,269.677,1.11738,0.95462,1.56241,0.56751,0.92677,0.89455,0.75921,0.88653,0.61486,1.45929,0.000165095,0.000165095,0.000165095
174,271.22,1.12201,0.9182,1.56914,0.55498,0.92929,0.89274,0.73788,0.87043,0.61821,1.4387,0.000159595,0.000159595,0.000159595
175,272.84,1.1175,0.93417,1.56894,0.51974,0.86263,0.87437,0.7175,0.89202,0.6243,1.45167,0.000154096,0.000154096,0.000154096
176,274.567,1.12903,0.93019,1.55448,0.54593,0.9298,0.90854,0.75549,0.87178,0.61287,1.45282,0.000148596,0.000148596,0.000148596
177,276.169,1.09654,0.94081,1.54765,0.60912,0.92677,0.90556,0.75427,0.84754,0.59749,1.41283,0.000143097,0.000143097,0.000143097
